SnapshotAsOfET,DataBarDate,SnapshotSchemaVersion,ScanSession,ScanAfterOpen,SnapshotTimingSource,Ticker,SignalEngineVersion,TradePlanVersion,PlanMeasurementVersion,ConfigHash,UniverseVersion,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,OrderType,PlanSelectedLeg,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason,PriorityPreTheme,PriorityPostTheme,ThemeScore,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,PreGapPct,PreGapStatus,MarketBias,VixLevel,SpyGapPct,QqqGapPct,BreadthPct,SmallCapWeak,V13MeasurementVersion,V13MeasurementStatus,V13Filled,V13FillDate,V13FillPrice,V13ExitDate,V13ExitPrice,V13ExitReason,V13Ambiguous,V13RLower,V13RUpper,V13MarkR,V13MFER,V13MAER,D20TotalReturnPct,D40TotalReturnPct,D60TotalReturnPct,V13DividendsPerInitialShare,V13EndingSplitFactor,V13BarsObserved,V13EntryWindowComplete,V13EntryWindowEndDate,V13LifecycleEndDate,V13MeasurementReason
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AMD,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,511.81,,buy_limit_zone,healthy_pullback,ma20,511.81,531.51,511.81,531.51,452.71,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,-7.64,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,484.5,2026-08-24,452.71,initial_stop,0,-1.0,-1.0,,1.0333,-1.0538,-5.18,,,0.0,1.0,23,1,2026-08-07,2026-08-24,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,ADI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,378.09,,buy_limit_zone,healthy_pullback,ma20,378.09,385.13,378.09,385.13,356.96,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,-0.0,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,379.49,2026-09-01,356.33,gap_through_stop,0,-0.9791,-0.9791,,0.775,-1.3684,-5.53,,,1.1,1.0,23,1,2026-08-07,2026-09-01,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AVGO,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,399.13,,buy_limit_zone,healthy_pullback,ma60,399.13,407.54,399.13,407.54,373.89,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,7.0,10.0,3.0,0.0,0.0,-0.57,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,-12.2,,,0.0,1.0,23,1,2026-08-07,2026-08-07,entry_not_reached
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,STX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,842.06,,buy_limit_zone,healthy_pullback,ma20,842.06,880.8,842.06,880.8,725.85,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,-0.75,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,848.13,,,,0,,,0.0094,1.3564,-0.706,-3.48,,,0.0,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,LRCX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,313.6,,buy_limit_zone,healthy_pullback,ma20,313.6,326.18,313.6,326.18,275.85,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,-1.17,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,318.54,,,,0,,,-0.2551,0.6264,-0.9487,-6.21,,,0.0,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,MNST,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,92.56,,buy_limit_zone,healthy_pullback,ma60,92.56,93.68,92.56,93.68,89.2,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,6.0,9.0,3.0,1.0,1.0,2.46,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,invalidated,1,2026-08-05,47.455,2026-08-05,47.455,entry_at_or_below_stop,0,,,,,,88.1,,,0.0,2.0,23,1,2026-08-07,2026-08-05,gap_open_invalidated_initial_risk
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,ARM,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,273.02,,buy_limit_zone,healthy_pullback,ma20,273.02,285.46,273.02,285.46,235.71,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,-1.8,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,274.56,2026-08-24,235.71,initial_stop,0,-1.0,-1.0,,0.6364,-1.0623,-14.47,,,0.0,1.0,23,1,2026-08-07,2026-08-24,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,INTC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,98.46,,buy_limit_zone,healthy_pullback,ma20,98.46,102.34,98.46,102.34,86.82,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,-2.44,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,99.3,2026-08-24,86.82,initial_stop,0,-1.0,-1.0,,0.6627,-1.1346,-10.89,,,0.0,1.0,23,1,2026-08-07,2026-08-24,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,NFLX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,72.04,,buy_limit_zone,healthy_pullback,ma20,72.04,73.3,72.04,73.3,68.27,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,1.6,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,73.3,,,,0,,,0.9841,2.0477,-0.0437,11.5,,,0.0,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AMAT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,542.5,,buy_limit_zone,healthy_pullback,ma20,542.5,562.46,542.5,562.46,482.61,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,-1.14,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,544.51,2026-08-24,481.88,gap_through_stop,0,-1.0032,-1.0032,,0.311,-1.1444,-17.83,,,0.53,1.0,23,1,2026-08-07,2026-08-24,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,ORLY,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,88.76,,buy_limit_zone,healthy_pullback,ma60,88.76,90.2,88.76,90.2,84.43,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,6.0,9.0,3.0,1.0,0.0,0.63,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,-6.92,,,0.0,1.0,23,1,2026-08-07,2026-08-07,entry_not_reached
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,GILD,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,132.18,,buy_limit_zone,healthy_pullback,ma20,132.18,134.07,132.18,134.07,126.5,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,5.0,8.0,3.0,1.0,0.0,1.54,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,134.07,,,,0,,,2.2365,2.4412,-0.6671,13.55,,,0.0,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,VRTX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,464.82,,buy_limit_zone,healthy_pullback,ma60,464.82,471.46,464.82,471.46,444.89,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,5.0,8.0,3.0,1.0,0.0,1.73,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,14.83,,,0.0,1.0,23,1,2026-08-07,2026-08-07,entry_not_reached
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,MDLZ,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,60.77,,buy_limit_zone,healthy_pullback,ma20,60.77,61.65,60.77,61.65,58.14,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,5.0,8.0,3.0,1.0,0.0,1.08,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,61.65,,,,0,,,-0.1054,1.1111,-0.2279,-0.24,,,0.0,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,KDP,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,30.75,,buy_limit_zone,healthy_pullback,ma20,30.75,31.16,30.75,31.16,29.51,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,5.0,8.0,3.0,1.0,0.0,0.64,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,31.16,2026-08-07,29.51,initial_stop,0,-1.0,-1.0,,1.2,-1.0364,5.98,,,0.0,1.0,23,1,2026-08-07,2026-08-07,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AAPL,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,307.71,,buy_limit_zone,healthy_pullback,ma60,307.71,312.54,307.71,312.54,293.23,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,6.0,6.0,0.0,0.0,0.0,-0.3,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,309.36,,,,0,,,0.6745,1.3298,-0.5449,4.58,,,0.27,1.0,23,1,2026-08-07,,
2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,EXC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,45.83,,buy_limit_zone,healthy_pullback,ma60,45.83,46.35,45.83,46.35,44.26,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,5.0,5.0,0.0,0.0,0.0,-1.33,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,completed,1,2026-08-05,45.83,2026-08-21,44.26,initial_stop,0,-1.0,-1.0,,0.3822,-1.3248,-3.91,,,0.0,1.0,23,1,2026-08-07,2026-08-21,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,ASML,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,1719.28,,buy_stop_reclaim,consolidation_dip,ma60,1719.28,1719.28,1719.28,1758.48,1601.69,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,price_below_ma60_wait_for_reclaim,11.0,14.0,3.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,1719.28,,,,0,,,-0.0374,1.5058,-0.8499,-3.41,,,0.0,1.0,22,1,2026-08-12,,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,AMAT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,529.72,,buy_limit_zone,consolidation_dip,ma60,529.72,548.98,529.72,548.98,471.94,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_inside_ma60_zone,11.0,14.0,3.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,completed,1,2026-08-06,525.34,2026-08-27,471.94,initial_stop,0,-0.9901,-0.9901,,0.7195,-1.0176,-17.26,,,0.53,1.0,22,1,2026-08-12,2026-08-27,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,LITE,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,843.11,,buy_stop_reclaim,consolidation_dip,ma60,843.11,843.11,843.11,881.63,727.54,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,price_below_ma60_wait_for_reclaim,13.0,13.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,843.11,,,,0,,,0.3301,1.3547,-0.5074,1.11,,,0.0,1.0,22,1,2026-08-12,,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,FER,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,66.51,,buy_limit_zone,consolidation_dip,ma60,66.51,67.51,66.51,67.51,63.52,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,completed,1,2026-08-06,66.25,2026-08-18,63.42,gap_through_stop,0,-1.0366,-1.0366,,0.1905,-1.0879,-11.15,,,0.0,1.0,22,1,2026-08-12,2026-08-18,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,VRSK,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,183.23,,buy_limit_zone,consolidation_dip,ma60,183.23,187.16,183.23,187.16,171.44,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_inside_ma60_zone,10.0,10.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,187.16,,,,0,,,-0.0872,0.6393,-0.8092,0.45,,,0.0,1.0,22,1,2026-08-12,,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,MPWR,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,1342.17,,buy_limit_zone,healthy_pullback,ma20,1342.17,1387.17,1342.17,1387.17,1207.16,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,completed,1,2026-08-06,1313.25,2026-09-03,1200.7,gap_through_stop,0,-1.0609,-1.0609,,1.4303,-1.1666,-10.7,,,0.0,1.0,22,1,2026-08-10,2026-09-03,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,INTC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,98.0,,buy_limit_zone,healthy_pullback,ma20,98.0,101.79,98.0,101.79,86.63,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,completed,1,2026-08-06,98.22,2026-08-24,86.63,initial_stop,0,-1.0,-1.0,,0.8067,-1.1286,-8.16,,,0.0,1.0,22,1,2026-08-10,2026-08-24,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,AAPL,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,308.01,,buy_limit_zone,healthy_pullback,ma60,308.01,312.7,308.01,312.7,293.95,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma60_anchor,6.0,6.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,312.7,,,,0,,,0.4021,0.9659,-0.6469,5.14,,,0.27,1.0,22,1,2026-08-10,,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,WMT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,112.1,,buy_limit_zone,healthy_pullback,ma20,112.1,113.42,112.1,113.42,108.14,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,completed,1,2026-08-06,113.42,2026-08-20,106.38,gap_through_stop,0,-1.3333,-1.3333,,0.6534,-2.0019,-3.04,,,0.0,1.0,22,1,2026-08-10,2026-08-20,
2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,VRTX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,480.93,,buy_limit_zone,healthy_pullback,ma20,480.93,487.42,480.93,487.42,461.46,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,487.42,,,,0,,,2.2612,2.8055,-0.2527,15.27,,,0.0,1.0,22,1,2026-08-10,,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,ASML,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,1721.62,,buy_stop_reclaim,consolidation_dip,ma60,1721.62,1721.62,1721.62,1760.49,1605.0,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,price_below_ma60_wait_for_reclaim,11.0,14.0,3.0,0.0,0.0,3.57,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,1759.71,,,,0,,,-0.2898,0.8832,-0.9073,-1.5,,,0.0,1.0,21,1,2026-08-13,,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,ARM,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,310.3,,buy_stop_reclaim,consolidation_dip,ma60,310.3,310.3,310.3,322.31,274.26,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,price_below_ma60_wait_for_reclaim,11.0,14.0,3.0,0.0,0.0,3.25,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,-10.79,,,0.0,1.0,21,1,2026-08-13,2026-08-13,entry_not_reached
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,AMAT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,531.13,,buy_stop_reclaim,consolidation_dip,ma60,531.13,531.13,531.13,549.81,475.09,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,price_below_ma60_wait_for_reclaim,11.0,14.0,3.0,0.0,0.0,3.7,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,completed,1,2026-08-07,539.59,2026-08-24,475.09,initial_stop,0,-0.9918,-0.9918,,0.3747,-1.022,-15.56,,,0.53,1.0,21,1,2026-08-13,2026-08-24,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,NXPI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,oversold_bounce,oversold_bounce,7.0,previous_high,236.65,,buy_stop_reclaim,oversold_bounce,previous_high,236.65,237.86,237.86,240.9,213.57,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,oversold_requires_break_above_signal_bar_high,8.0,11.0,3.0,0.0,0.0,2.05,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,237.86,,,,0,,,-0.4125,0.1906,-0.8464,-4.95,,,0.0,1.0,21,1,2026-08-13,,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,CSCO,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,116.94,,buy_limit_zone,consolidation_dip,ma60,116.94,118.92,116.94,118.92,111.01,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,0.76,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,completed,1,2026-08-13,113.93,2026-08-14,111.01,initial_stop,0,-1.0,-1.0,,0.6918,-1.3253,-10.07,,,0.0,1.0,21,1,2026-08-13,2026-08-14,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,FANG,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,192.83,,buy_stop_reclaim,consolidation_dip,ma60,192.83,192.83,192.83,196.03,183.22,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,price_below_ma60_wait_for_reclaim,10.0,10.0,0.0,0.0,0.0,-1.64,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-10,192.83,,,,0,,,0.7794,2.5047,-0.2112,6.53,,,1.1,1.0,21,1,2026-08-13,,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,MPWR,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,1341.42,,buy_limit_zone,healthy_pullback,ma20,1341.42,1387.02,1341.42,1387.02,1204.62,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,3.23,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,completed,1,2026-08-07,1385.97,2026-09-03,1200.7,gap_through_stop,0,-1.0216,-1.0216,,0.4357,-1.0834,-12.68,,,0.0,1.0,21,1,2026-08-11,2026-09-03,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,STX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,839.09,,buy_limit_zone,healthy_pullback,ma20,839.09,878.0,839.09,878.0,722.37,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,7.0,7.0,0.0,0.0,0.0,2.7,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,862.68,,,,0,,,-0.0955,1.0784,-0.719,4.49,,,0.0,1.0,21,1,2026-08-11,,
2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,COST,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,939.87,,buy_limit_zone,healthy_pullback,ma20,939.87,949.53,939.87,949.53,910.89,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,6.0,6.0,0.0,0.0,0.0,-0.65,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,943.51,,,,0,,,-0.8513,1.0788,-0.8881,-3.38,,,0.0,1.0,21,1,2026-08-11,,
